"Marca.temporal","X1.1..Estás.de.acuerdo.en.responder.la.siguiente.encuesta.de.cafetería.en.Constitución.","X7.1.Reside.en.Constitución.o.es.visitante","X2.1..Consumes.café.","X2.2..Si.respondió.que.NO..no.responda...Cada.cuánto.consumes.café.al.interior.de.tu.domicilio.","X2.4..Visitas.cafeterías.","X2.6..Si.respondió.que.NO..no.responda..Con.qué.frecuencia.visitas.una.cafetería.","X2.5..Si.respondió.que.NO..pase.a.la.siguiente.sección...Dónde.sueles.ir.cuando.visitas.una.cafetería.","X2.3..Si.respondió.que.NO..pase.a.la.siguiente...Qué.tipo.de.café.consumes.","X3.2..Qué.aspectos.valoras.más.al.elegir.una.cafetería.","X2.7..Cuánto.está.dispuesto.a.pagar.al.consumir.en.una.cafetería.","X6.1..Estás.de.acuerdo.con.que.la.producción.de.los.pasteles.de.Pan.Canela.se.realice.en.una.extensión.de.fábrica.","X6.2..Te.gustaría.que.ciertos.productos.se.hicieran.a.la.vista.del.cliente.","X6.3..Te.gustaría.que.Pan.Canela.amplíe.su.carta.en.opciones.saladas.","X6.4.Si.Pan.Canela.amplía.su.carta..Qué.tipos.de.productos.te.gustaría.que.incorpore.","X6.5..Te.gustaría.que.existiera.una.sucursal.de.Pan.Canela.cerca.de.la.playa.","X6.6..Si.respondió.que.NO..pase.a.la.siguiente.sección...Qué.te.gustaría.encontrar.en.la.carta.de.la.nueva.sucursal.","X6.7..Qué.formato.de.atención.te.gustaría.en.esta.sucursal.","X.Participa.o.le.gustaría.participar.en.talleres.actividades.de.Pan.Canela.","X.Qué.taller.te.gustaría.que.realizara.Pan.Canela.","X7.2..Qué.edad.tienes.","X7.3..Cuál.es.tu.género.","X7.4..Cuál.es.tu.ingreso.mensual.aproximado.","X5.1..Conoces.a.Pan.Canela.","X5.2..Si.respondió.que.NO..pase.a.la.siguiente..En.el.último.mes..Cuántas.veces.visitó.a.Pan.Canela.","X.Cómo.conoció.Pan.Canela.","X4.1..Qué.lo.motiva.principalmente.a.visitar.una.cafetería.","X4.2..Qué.medio.usa.para.elegir.una.cafetería.","X3.1..Qué.tipo.de.producto.consume.con.mayor.frecuencia.","X3.2.Las.veces.que.visitas.una.cafetería..Qué.aspectos.valoras.más.al.elegir.una.cafetería...Precio.","X3.2.Las.veces.que.visitas.una.cafetería..Qué.aspectos.valoras.más.al.elegir.una.cafetería...Calidad.del.producto.","X3.2.Las.veces.que.visitas.una.cafetería..Qué.aspectos.valoras.más.al.elegir.una.cafetería...Servicio.y.atención.","X3.2.Las.veces.que.visitas.una.cafetería..Qué.aspectos.valoras.más.al.elegir.una.cafetería...Ambiente.y.comodidad.","X3.2.Las.veces.que.visitas.una.cafetería..Qué.aspectos.valoras.más.al.elegir.una.cafetería...Ubicación.","X6.4...Si.respondió.que.NO..pase.a.la.siguiente..Si.Pan.Canela.amplía.su.carta..Qué.tipos.de.productos.te.gustaría.que.incorpore...Croissant.","X6.4...Si.respondió.que.NO..pase.a.la.siguiente..Si.Pan.Canela.amplía.su.carta..Qué.tipos.de.productos.te.gustaría.que.incorpore...Empanadas.Artesanales.","X6.4...Si.respondió.que.NO..pase.a.la.siguiente..Si.Pan.Canela.amplía.su.carta..Qué.tipos.de.productos.te.gustaría.que.incorpore...Ensaladas.","X6.4...Si.respondió.que.NO..pase.a.la.siguiente..Si.Pan.Canela.amplía.su.carta..Qué.tipos.de.productos.te.gustaría.que.incorpore...Opciones.libres.de.alergias.","X6.4...Si.respondió.que.NO..pase.a.la.siguiente..Si.Pan.Canela.amplía.su.carta..Qué.tipos.de.productos.te.gustaría.que.incorpore...Colaciones..","X3.1..Qué.tipo.de.producto.consume.con.mayor.frecuencia.a.la.semana...Café..","X3.1..Qué.tipo.de.producto.consume.con.mayor.frecuencia.a.la.semana...Repostería.","X3.1..Qué.tipo.de.producto.consume.con.mayor.frecuencia.a.la.semana...Productos.salados.","X3.1..Qué.tipo.de.producto.consume.con.mayor.frecuencia.a.la.semana...Jugos.bebidas.frías.","X3.1..Qué.tipo.de.producto.consume.con.mayor.frecuencia.a.la.semana...Té.","Puntuación"
2025-12-05 19:51:50.664,"Sí","Visitante","Sí","Todos los días","Sí","3 veces a la semana","Cerca de la playa","Capuccino",NA,"Más de $20.000","Sí","Sí","Sí",NA,"Sí","Helados y postres fríos, Snacks para llevar, Pizza y Sándwich","Servicio con mesas dentro y fuera del local",NA,NA,"23.0","Femenino","$800.001 - $1.000.000","Sí","4 veces",NA,"Trabajar o Estudiar","Recomendaciones",NA,"Muy Bajo","Muy alto","Muy alto","Alto","Medio","No me interesa","No me interesa","Me interesa","Me interesa","Me interesa","Consumo diariamente","Consumo mucho (3-4 veces)","Consumo mucho (3-4 veces)","Consumo diariamente","Consumo poco (1-2 veces)",0
2025-12-06 00:42:44.896,"Sí","Visitante","Sí","Todos los días","Sí","1 vez a la semana","Al centro","Descafeinado",NA,"$ 15.000","Sí","Sí","Sí",NA,"Sí","Bebidas frías (Frappés, smoothies, jugos naturales), Helados y postres fríos, Snacks para llevar, Pizza y Sándwich","Ambos formatos",NA,NA,"27.0","Femenino","$500.001 - $800.000","Sí","1 vez",NA,"Relajarse /disfrutar del ambiente","Redes sociales",NA,"Medio","Muy alto","Muy alto","Muy alto","Alto","Me interesa","Me interesa","Indiferente","Me interesa","Me interesa","Consumo diariamente","Consumo poco (1-2 veces)","Consumo diariamente","Consumo mucho (3-4 veces)","Consumo mucho (3-4 veces)",0
2025-12-06 01:38:05.815,"Sí","Constitución","Sí","Todos los días","No",NA,NA,"Moca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","Masculino","Menos de $500.000","No",NA,NA,"Compartir con amigos/familia","Recomendaciones",NA,"Alto","Alto","Alto","Alto","Bajo",NA,NA,NA,NA,NA,"Consumo diariamente","Consumo mucho (3-4 veces)","Consumo mucho (3-4 veces)","Consumo diariamente","Consumo diariamente",0
2025-12-06 01:38:39.347,"Sí","Constitución","Sí","2 veces por semana","No",NA,NA,"Espresso",NA,NA,"Sí","Sí","Sí",NA,"Sí","Helados y postres fríos","Ambos formatos",NA,NA,"28","Masculino","Menos de $500.000","Sí","4 veces",NA,"Relajarse/disfrutar del ambiente","Redes sociales",NA,"Alto","Alto","Alto","Muy alto","Bajo","No me interesa","Indiferente","Me interesa","No me interesa","Me interesa","Consumo diariamente","No consumo","Consumo diariamente","Consumo diariamente","Consumo diariamente",0
2025-12-06 01:38:42.32,"Sí","Constitución","Sí","Todos los días","No",NA,NA,"Moca",NA,NA,"Sí","Indiferente","Indiferente",NA,"Indiferente",NA,NA,NA,NA,"32","Femenino","$500.001 - $800.000","Sí","3 veces",NA,"Trabajar o Estudiar","Redes sociales",NA,"Bajo","Alto","Alto","Muy alto","Alto",NA,NA,NA,NA,NA,"Consumo diariamente","Consumo diariamente","Consumo mucho (3-4 veces)","Consumo mucho (3-4 veces)","Consumo poco (1-2 veces)",0
2025-12-06 01:39:31.585,"Sí","Visitantes","Sí","3 veces por semana","Sí","1 vez por semana","Al centro","Instantáneo",NA,"$ 10.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","Femenino","$500.001 - $800.000","No",NA,NA,"Relajarse/disfrutar del ambiente","Recomendaciones",NA,"Alto","Alto","Alto","Alto","Medio",NA,NA,NA,NA,NA,"Consumo diariamente","Consumo mucho (3-4 veces)","Consumo mucho (3-4 veces)","Consumo mucho (3-4 veces)","Consumo diariamente",0
2025-12-06 01:43:15.053,"Sí","Constitución","Sí","Todos los días","Sí","3 veces por semana","Cerca de mi hogar","Descafeinado",NA,"$ 10.000","Sí","Indiferente","Sí",NA,"Sí","Bebidas frías (Frappés, smothies, jugos naturales, Helados y postres fríos","Ambos formatos",NA,NA,"42","Masculino","$800.001 - $1.000.000","Sí","3 veces",NA,"Relajarse/disfrutar del ambiente","Recomendaciones",NA,"Alto","Alto","Alto","Alto","Bajo","Me interesa","Me interesa","Me interesa","No me interesa","Me interesa","Consumo diariamente","Consumo mucho (3-4 veces)","Consumo diariamente","Consumo poco (1-2 veces)","No consumo",0
2025-12-06 01:43:15.342,"Sí","Constitución","Sí","3 veces por semana","Sí","2 veces por semana","Cerca de la paya","Espresso",NA,"$ 10.000","Sí","Sí","Sí",NA,"Sí","Bebidas frías (Frappés, smothies, jugos naturales), Helados y postres fríos, Pizza y Sándwich","Ambos formatos",NA,NA,"27","Femenino","$500.001 - $800.000","Sí","2 veces",NA,"Compartir con amigos/familia","Recomendaciones",NA,"Medio","Alto","Alto","Alto","Alto","No me interesa","Indiferente","No me interesa","Me interesa","Indiferente","No consumo","Consumo poco (1-2 veces)","Consumo mucho (3-4 veces)","No consumo","No consumo",0
2025-12-06 01:43:15.955,"Sí","Constitución","Sí","Todos los días","No",NA,NA,"Espresso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27","Femenino","$800.001 - $1.000.000","No",NA,NA,"Relajarse/disfrutar del ambiente","Redes sociales",NA,"Medio","Alto","Alto","Alto","Medio",NA,NA,NA,NA,NA,"Consumo diariamente","Consumo mucho (3-4 veces)","Consumo diariamente","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)",0
2025-12-06 01:43:16.224,"Sí","Visitantes","No",NA,"No",NA,NA,NA,NA,NA,"No","Sí","No",NA,"Sí","Bebidas frías (Frappés, smothies, jugos naturales)","Ambos formatos",NA,NA,"46","Femenino","Más de $2.000.000","Sí","3 veces",NA,"Relajarse/disfrutar del ambiente","Precios y promociones",NA,"Bajo","Alto","Alto","Alto","Medio",NA,NA,NA,NA,NA,"No consumo","Consumo mucho (3-4 veces)","Consumo mucho (3-4 veces)","Consumo diariamente","No consumo",0
2025-12-06 01:43:16.505,"Sí","Visitantes","No",NA,"Sí","3 veces por semana","Cerca de mi hogar",NA,NA,"$ 10.000","Sí","Indiferente","Indiferente",NA,"Sí","Pizza y Sándwich","Servicio con mesas dentro y fuera del local",NA,NA,"25","Masculino","$500.001 - $800.000","Sí","3 veces",NA,"Compartir con amigos/familia","Recomendaciones",NA,"Alto","Muy alto","Alto","Muy alto","Medio",NA,NA,NA,NA,NA,"No consumo","Consumo poco (1-2 veces)","Consumo diariamente","Consumo diariamente","Consumo diariamente",0
2025-12-06 01:43:16.816,"Sí","Constitución","Sí","3 veces por semana","No",NA,NA,"Instantáneo",NA,NA,"Sí","Sí","Indiferente",NA,"Sí","Bebidas frías (Frappés, smothies, jugos naturales), Helados y postres fríos, Pizza y Sándwich","Ambos formatos",NA,NA,"24","Masculino","Menos de $500.000","Sí","2 veces",NA,"Trabajar o Estudiar","Recomendaciones",NA,"Alto","Alto","Alto","Alto","Bajo",NA,NA,NA,NA,NA,"Consumo diariamente","Consumo diariamente","Consumo mucho (3-4 veces)","Consumo diariamente","Consumo diariamente",0
2025-12-06 01:43:17.051,"Sí","Constitución","Sí","2 veces por semana","Sí","1 vez por semana","Cerca de mi hogar","Moca",NA,"$15.000","Sí","Sí","Sí",NA,"No",NA,NA,NA,NA,"48","Femenino","$500.001 - $800.000","Sí","4 veces",NA,"Probar productos","Redes sociales",NA,"Medio","Muy alto","Alto","Alto","Alto","No me interesa","No me interesa","Me interesa","Me interesa","No me interesa","Consumo diariamente","Consumo poco (1-2 veces)","No consumo","Consumo diariamente","No consumo",0
2025-12-06 01:43:17.292,"Sí","Visitantes","Sí","Todos los días","Sí","2 veces por semana","Cerca de mi hogar","Descafeinado",NA,"$ 10.000","Sí","Sí","Sí",NA,"Sí","Bebidas frías (Frappés, smothies, jugos naturales), Helados y postres fríos, Pizza y Sándwich","Ambos formatos",NA,NA,"28","Femenino","$800.001 - $1.000.000","Sí","2 veces",NA,"Probar productos","Recomendaciones",NA,"Medio","Alto","Muy alto","Muy alto","Bajo","No me interesa","Me interesa","Me interesa","Me interesa","Indiferente","No consumo","Consumo mucho (3-4 veces)","No consumo","Consumo diariamente","Consumo diariamente",0
2025-12-06 01:43:17.555,"Sí","Constitución","Sí","2 veces por semana","No",NA,NA,"Instantáneo",NA,NA,"Sí","Sí","Indiferente",NA,"Indiferente",NA,NA,NA,NA,"28","Femenino","Prefiero no decirlo","Sí","3 veces",NA,"Relajarse/disfrutar del ambiente","Precios y promociones",NA,"Medio","Alto","Alto","Muy alto","Alto",NA,NA,NA,NA,NA,"Consumo mucho (3-4 veces)","Consumo mucho (3-4 veces)","No consumo","No consumo","Consumo diariamente",0
2025-12-06 01:43:17.793,"Sí","Visitantes","Sí","Todos los días","Sí","2 veces por semana","Al centro","Espresso",NA,"Menos de $5.000","Sí","Sí","Indiferente",NA,"Sí","Bebidas frías (Frappés, smothies, jugos naturales, Helados y postres fríos","Ambos formatos",NA,NA,"24","Masculino","$500.001 - $800.000","Sí","2 veces",NA,"Compartir con amigos/familia","Redes sociales",NA,"Muy alto","Alto","Alto","Alto","Medio",NA,NA,NA,NA,NA,"Consumo diariamente","No consumo","Consumo poco (1-2 veces)","Consumo diariamente","Consumo diariamente",0
2025-12-06 01:49:32.744,"Sí","Constitución","Sí","Todos los días","Sí","2 veces por semana","Al centro","Instantáneo",NA,"$15.000","Sí","Indiferente","Indiferente",NA,"Sí","Helados y postres fríos","Ambos formatos",NA,NA,"35","Femenino","Prefiero no decirlo","Sí","2 veces",NA,"Compartir con amigos/familia","Recomendaciones",NA,"Muy alto","Alto","Alto","Alto","Medio",NA,NA,NA,NA,NA,"Consumo diariamente","Consumo diariamente","Consumo mucho (3-4 veces)","Consumo mucho (3-4 veces)","Consumo poco (1-2 veces)",0
2025-12-06 01:49:32.999,"Sí","Constitución","Sí","3 veces por semana","Sí","2 veces por semana","Al centro","Moca",NA,"Más de $20.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","Masculino","$500.001 - $800.000","No",NA,NA,"Compartir con amigos/familia","Carcanía o ubicación",NA,"Alto","Alto","Alto","Alto","Medio",NA,NA,NA,NA,NA,"Consumo mucho (3-4 veces)","No consumo","Consumo mucho (3-4 veces)","Consumo poco (1-2 veces)","Consumo diariamente",0
2025-12-06 01:49:32.483,"Sí","Constitución","Sí","Todos los días","Sí","3 veces por semana","Al centro","Espresso",NA,"$ 10.000","Sí","Sí","Sí",NA,"Sí","Bebidas frías (Frappés, smothies, jugos naturales), Helados y postres fríos, Pizza y Sándwich","Ambos formatos",NA,NA,"29","Masculino","$500.001 - $800.000","Sí","4 veces",NA,"Probar productos","Redes sociales",NA,"Alto","Alto","Alto","Alto","Bajo","Me interesa","Me interesa","No me interesa","No me interesa","No me interesa","Consumo diariamente","Consumo mucho (3-4 veces)","Consumo poco (1-2 veces)","Consumo diariamente","Consumo diariamente",0
2025-12-06 01:49:33.243,"Sí","Constitución","Sí","3 veces por semana","Sí","3 veces por semana","Al centro","Instantáneo",NA,"Más de $20.000","No","Sí","Sí",NA,"Sí","Pizza y Sándwich","Servicio con mesas dentro y fuera del local",NA,NA,"20","Femenino","$500.001 - $800.000","Sí","3 veces",NA,"Compartir con amigos/familia","Redes sociales",NA,"Bajo","Alto","Muy alto","Muy alto","Alto","Me interesa","No me interesa","No me interesa","Indiferente","Me interesa","Consumo diariamente","Consumo diariamente","Consumo mucho (3-4 veces)","Consumo diariamente","Consumo diariamente",0
2025-12-06 01:49:33.589,"Sí","Visitantes","Sí","Todos los días","Sí","3 veces por semana","Al centro","Instantáneo",NA,"Menos de $5.000","Sí","No","Sí",NA,"Sí","Bebidas frías (Frappés, smothies, jugos naturales, Helados y postres fríos","Ambos formatos",NA,NA,"29","Femenino","Menos de $500.000","Sí","4 veces",NA,"Relajarse/disfrutar del ambiente","Precios y promociones",NA,"Muy alto","Alto","Muy alto","Alto","Alto","Me interesa","No me interesa","Indiferente","Me interesa","Me interesa","Consumo diariamente","Consumo poco (1-2 veces)","No consumo","No consumo","Consumo diariamente",0
2025-12-06 01:49:33.856,"Sí","Visitantes","No",NA,"Sí","3 veces por semana","Cerca de mi hogar",NA,NA,"Más de $20.000","Sí","Sí","Sí",NA,"Indiferente",NA,NA,NA,NA,"21","Masculino","Menos de $500.000","Sí","2 veces",NA,"Trabajar o Estudiar","Redes sociales",NA,"Medio","Muy alto","Muy alto","Muy alto","Medio","Indiferente","Me interesa","Me interesa","No me interesa","Me interesa","Consumo diariamente","Consumo mucho (3-4 veces)","Consumo poco (1-2 veces)","Consumo mucho (3-4 veces)","Consumo diariamente",0
2025-12-06 01:49:34.161,"Sí","Constitución","No",NA,"Sí","1 vez por semana","Cerca de mi hogar",NA,NA,"$15.000","Sí","Sí","Sí",NA,"Sí","Bebidas frías (Frappés, smothies, jugos naturales), Helados y postres fríos, Pizza y Sándwich","Servicio con mesas dentro y fuera del local",NA,NA,"22","Masculino","$500.001 - $800.000","Sí","3 veces",NA,"Relajarse/disfrutar del ambiente","Recomendaciones",NA,"Alto","Alto","Muy alto","Alto","Medio","Me interesa","No me interesa","No me interesa","No me interesa","Indiferente","Consumo diariamente","No consumo","Consumo diariamente","No consumo","Consumo diariamente",0
2025-12-06 01:49:34.495,"Sí","Visitantes","No",NA,"Sí","3 veces por semana","Al centro",NA,NA,"$ 10.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"32","Femenino","Más de $2.000.000","No",NA,NA,"Relajarse/disfrutar del ambiente","Recomendaciones",NA,"Alto","Alto","Alto","Alto","Bajo",NA,NA,NA,NA,NA,"Consumo diariamente","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","Consumo diariamente","No consumo",0
2025-12-06 01:49:34.771,"Sí","Constitución","Sí","2 veces por semana","No",NA,NA,"Espresso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","Masculino","$500.001 - $800.000","No",NA,NA,"Compartir con amigos/familia","Redes sociales",NA,"Alto","Muy alto","Alto","Alto","Medio",NA,NA,NA,NA,NA,"Consumo diariamente","Consumo mucho (3-4 veces)","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","Consumo diariamente",0
2025-12-06 01:49:35.014,"Sí","Constitución","No",NA,"Sí","2 veces por semana","Al centro",NA,NA,"$ 10.000","Sí","Sí","Indiferente",NA,"Sí","Bebidas frías (Frappés, smothies, jugos naturales), Helados y postres fríos, Pizza y Sándwich","Ambos formatos",NA,NA,"26","Masculino","$1.000.001 - $1.999.990","Sí","3 veces",NA,"Compartir con amigos/familia","Recomendaciones",NA,"Alto","Alto","Alto","Alto","Bajo",NA,NA,NA,NA,NA,"No consumo","Consumo mucho (3-4 veces)","Consumo mucho (3-4 veces)","No consumo","No consumo",0
2025-12-06 13:50:59.511,"Sí","Visitantes","Sí","1 vez por semana","Sí","2 veces por semana","Al centro","Espresso",NA,"Menos de $5.000","Sí","Sí","Sí",NA,"Sí","Pizza y Sándwich","Ambos formatos",NA,NA,"32","Femenino","Menos de $500.000","Sí","1 vez",NA,"Relajarse/disfrutar del ambiente","Redes sociales",NA,"Alto","Alto","Muy alto","Alto","Bajo","No me interesa","Indiferente","Me interesa","Me interesa","Me interesa","No consumo","No consumo","Consumo poco (1-2 veces)","Consumo diariamente","No consumo",0
2025-12-06 13:50:59.958,"Sí","Constitución","Sí","Todos los días","Sí","2 veces por semana","Al centro","Instantáneo",NA,"$15.000","Sí","Sí","Indiferente",NA,"Sí","Bebidas frías (Frappés, smothies, jugos naturales), Helados y postres fríos, Pizza y Sándwich","Servicios rápidos para llevar",NA,NA,"41","Masculino","$800.001 - $1.000.000","Sí","3 veces",NA,"Probar productos","Carcanía o ubicación",NA,"Medio","Alto","Alto","Alto","Bajo",NA,NA,NA,NA,NA,"Consumo mucho (3-4 veces)","Consumo diariamente","Consumo diariamente","Consumo diariamente","Consumo diariamente",0
2025-12-06 13:51:00.479,"Sí","Constitución","Sí","Todos los días","No",NA,NA,"Instantáneo",NA,NA,"Sí","Sí","Indiferente",NA,"Sí","Bebidas frías (Frappés, smothies, jugos naturales), Helados y postres fríos, Pizza y Sándwich","Ambos formatos",NA,NA,"47","Femenino","$500.001 - $800.000","Sí","2 veces",NA,"Compartir con amigos/familia","Recomendaciones",NA,"Alto","Alto","Alto","Muy alto","Medio",NA,NA,NA,NA,NA,"No consumo","Consumo mucho (3-4 veces)","Consumo diariamente","Consumo poco (1-2 veces)","Consumo diariamente",0
2025-12-06 13:51:00.93,"Sí","Constitución","Sí","2 veces por semana","No",NA,NA,"Instantáneo",NA,NA,"Sí","Sí","No",NA,"Sí","Bebidas frías (Frappés, smothies, jugos naturales), Helados y postres fríos, Pizza y Sándwich","Ambos formatos",NA,NA,"34","Femenino","$500.001 - $800.000","Sí","1 vez",NA,"Relajarse/disfrutar del ambiente","Redes sociales",NA,"Medio","Alto","Alto","Alto","Medio",NA,NA,NA,NA,NA,"Consumo diariamente","No consumo","No consumo","Consumo poco (1-2 veces)","No consumo",0
2025-12-06 13:51:01.448,"Sí","Constitución","Sí","Todos los días","No",NA,NA,"Capuccino",NA,NA,"Sí","No","Indiferente",NA,"No",NA,NA,NA,NA,"25","Femenino","Prefiero no decirlo","Sí","4 veces",NA,"Relajarse/disfrutar del ambiente","Redes sociales",NA,"Medio","Alto","Alto","Alto","Bajo",NA,NA,NA,NA,NA,"Consumo diariamente","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","Consumo diariamente","Consumo diariamente",0
2025-12-06 13:51:01.946,"Sí","Constitución","Sí","3 veces por semana","No",NA,NA,"Descafeinado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","Femenino","$1.000.001 - $1.999.990","No",NA,NA,"Compartir con amigos/familia","Redes sociales",NA,"Muy alto","Alto","Alto","Alto","Medio",NA,NA,NA,NA,NA,"Consumo diariamente","Consumo mucho (3-4 veces)","Consumo mucho (3-4 veces)","Consumo diariamente","No consumo",0
2025-12-06 13:51:02.411,"Sí","Constitución","No",NA,"No",NA,NA,NA,NA,NA,"Sí","Sí","Sí",NA,"No",NA,NA,NA,NA,"34","Masculino","$800.001 - $1.000.000","Sí","3 veces",NA,"Compartir con amigos/familia","Precios y promociones",NA,"Medio","Alto","Alto","Alto","Medio","Indiferente","Me interesa","Indiferente","Me interesa","Indiferente","Consumo diariamente","Consumo poco (1-2 veces)","Consumo mucho (3-4 veces)","Consumo diariamente","Consumo mucho (3-4 veces)",0
2025-12-06 13:51:02.954,"Sí","Constitución","Sí","1 vez por semana","Sí","3 veces por semana","Cerca de mi hogar","Espresso",NA,"$ 10.000","Sí","Sí","Sí",NA,"No",NA,NA,NA,NA,"21","Masculino","$1.000.001 - $1.999.990","Sí","3 veces",NA,"Relajarse/disfrutar del ambiente","Precios y promociones",NA,"Alto","Alto","Alto","Alto","Medio","Me interesa","Me interesa","Indiferente","Me interesa","Me interesa","Consumo diariamente","Consumo poco (1-2 veces)","No consumo","Consumo diariamente","Consumo diariamente",0
2025-12-06 13:51:03.397,"Sí","Constitución","Sí","Todos los días","Sí","1 vez por semana","Al centro","Instantáneo",NA,"Menos de $5.000","Sí","Indiferente","Indiferente",NA,"Sí","Bebidas frías (Frappés, smothies, jugos naturales, Helados y postres fríos","Ambos formatos",NA,NA,"36","Femenino","Menos de $500.000","Sí","3 veces",NA,"Probar productos","Redes sociales",NA,"Alto","Alto","Alto","Alto","Muy bajo",NA,NA,NA,NA,NA,"Consumo diariamente","Consumo diariamente","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","Consumo diariamente",0
2025-12-06 13:51:03.668,"Sí","Constitución","Sí","Todos los días","Sí","3 veces por semana","Al centro","Espresso",NA,"$ 10.000","Sí","Sí","Sí",NA,"Sí","Bebidas frías (Frappés, smothies, jugos naturales), Helados y postres fríos, Pizza y Sándwich","Servicios rápidos para llevar",NA,NA,"22","Femenino","$800.001 - $1.000.000","Sí","2 veces",NA,"Trabajar o Estudiar","Precios y promociones",NA,"Alto","Alto","Alto","Alto","Bajo","No me interesa","Me interesa","No me interesa","No me interesa","No me interesa","Consumo diariamente","No consumo","Consumo poco (1-2 veces)","Consumo mucho (3-4 veces)","Consumo diariamente",0
2025-12-06 13:57:47.047,"Sí","Constitución","Sí","3 veces por semana","Sí","1 vez por semana","Cerca de la paya","Capuccino",NA,"Menos de $5.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"44","Masculino","$500.001 - $800.000","No",NA,NA,"Compartir con amigos/familia","Redes sociales",NA,"Alto","Alto","Alto","Alto","Bajo",NA,NA,NA,NA,NA,"Consumo diariamente","No consumo","Consumo diariamente","No consumo","Consumo diariamente",0
2025-12-06 13:57:47.446,"Sí","Constitución","Sí","Todos los días","Sí","3 veces por semana","Al centro","Espresso",NA,"$15.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"37","Femenino","Más de $2.000.000","No",NA,NA,"Relajarse/disfrutar del ambiente","Carcanía o ubicación",NA,"Bajo","Alto","Alto","Alto","Muy bajo",NA,NA,NA,NA,NA,"Consumo diariamente","Consumo diariamente","Consumo poco (1-2 veces)","Consumo diariamente","Consumo diariamente",0
2025-12-06 13:57:47.711,"Sí","Constitución","No",NA,"Sí","3 veces por semana","Cerca de mi hogar",NA,NA,"$15.000","No","Sí","Indiferente",NA,"Sí","Bebidas frías (Frappés, smothies, jugos naturales, Helados y postres fríos","Servicio con mesas dentro y fuera del local",NA,NA,"29","Masculino","$500.001 - $800.000","Sí","4 veces",NA,"Compartir con amigos/familia","Redes sociales",NA,"Alto","Muy alto","Alto","Muy alto","Alto",NA,NA,NA,NA,NA,"Consumo diariamente","Consumo mucho (3-4 veces)","No consumo","Consumo diariamente","Consumo diariamente",0
2025-12-06 13:57:48.136,"Sí","Visitantes","Sí","1 vez por semana","Sí","3 veces por semana","Cerca de mi hogar","Moca",NA,"Más de $20.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"31","Femenino","Menos de $500.000","No",NA,NA,"Relajarse/disfrutar del ambiente","Precios y promociones",NA,"Alto","Alto","Muy alto","Muy alto","Bajo",NA,NA,NA,NA,NA,"Consumo diariamente","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","Consumo diariamente",0
2025-12-06 13:57:48.423,"Sí","Constitución","Sí","Todos los días","Sí","3 veces por semana","Cerca de mi hogar","Instantáneo",NA,"$15.000","Sí","Indiferente","Sí",NA,"Sí","Pizza y Sándwich","Ambos formatos",NA,NA,"27","Masculino","Prefiero no decirlo","Sí","4 veces",NA,"Compartir con amigos/familia","Redes sociales",NA,"Bajo","Alto","Muy alto","Alto","Medio","No me interesa","No me interesa","Indiferente","No me interesa","Indiferente","Consumo diariamente","No consumo","Consumo mucho (3-4 veces)","Consumo diariamente","Consumo diariamente",0
2025-12-06 13:57:48.824,"Sí","Constitución","Sí","Todos los días","Sí","1 vez por semana","Cerca de mi hogar","Espresso",NA,"$ 10.000","Sí","Indiferente","Sí",NA,"Indiferente",NA,NA,NA,NA,"27","Masculino","$500.001 - $800.000","Sí","3 veces",NA,"Compartir con amigos/familia","Recomendaciones",NA,"Medio","Alto","Alto","Alto","Muy bajo","No me interesa","Indiferente","Indiferente","Me interesa","Me interesa","Consumo diariamente","No consumo","No consumo","Consumo diariamente","Consumo diariamente",0
2025-12-06 13:57:49.241,"Sí","Visitantes","Sí","2 veces por semana","Sí","1 vez por semana","Al centro","Instantáneo",NA,"$15.000","Sí","Sí","No",NA,"Sí","Bebidas frías (Frappés, smothies, jugos naturales), Helados y postres fríos, Pizza y Sándwich","Ambos formatos",NA,NA,"47","Masculino","$800.001 - $1.000.000","Sí","1 vez",NA,"Compartir con amigos/familia","Recomendaciones",NA,"Bajo","Alto","Alto","Alto","Bajo",NA,NA,NA,NA,NA,"Consumo diariamente","No consumo","Consumo mucho (3-4 veces)","Consumo diariamente","Consumo diariamente",0
