edad,veces,esc,comuna,n_men5c,n_men15c,tiempo,pub,sex,c_pareja,dependency,sk_occ,ing_hog,vehiculo,numper_n,score1
36,5,10,13124,0,0,90,0,0,0,3,3,1.366917,1,3,1.0840516
40,5,12,13127,0,0,60,1,0,0,3,2,1.832805,1,3,1.8757561
48,6,17,13123,0,3,5,0,1,1,2,1,.50416702,1,3,2.0563965
41,4,12,13128,0,1,60,1,1,0,3,1,1.898289,0,3,1.7049811
47,5,15,13605,0,1,120,0,0,1,3,1,.89705998,1,2,2.3714242
64,5,17,13121,0,0,40,1,1,0,3,1,.302917,1,1,1.867684
51,5,12,13125,1,1,10,0,1,1,3,2,1.85,1,3,1.2319936
26,5,14,13114,0,0,120,1,1,1,3,2,1.9,0,2,1.2319936
48,5,16,13101,0,0,15,0,0,0,3,1,3.74,1,3,2.3715765
29,5,12,13126,0,0,40,1,0,0,3,3,.60000002,0,1,1.6334578
31,5,14,13110,0,0,15,0,0,0,3,1,1.08275,1,4,3.1075974
55,5,12,13201,0,2,45,0,0,1,3,3,2.0539989,1,2,1.1784078
38,6,17,13106,0,0,25,0,0,1,3,2,1.598917,0,2,3.1042125
62,3,12,13125,0,0,15,1,1,1,3,4,3.6330831,1,4,1.5605761
44,4,20,13118,0,0,90,1,1,1,3,1,4.8099999,1,2,1.2319936
60,5,18,13113,0,1,30,0,0,1,3,1,17.448336,1,5,1.1784078
21,5,14,13605,0,0,120,1,0,0,3,1,1.056667,0,3,2.0201612
38,5,15,13502,1,0,15,0,1,0,3,1,1.193333,0,3,1.5525041
25,5,13,13122,1,1,20,0,0,1,3,3,2.995362,1,4,1.7813998
52,5,17,13120,0,0,20,1,1,1,3,1,5.833333,1,4,1.0840516
26,5,15,13202,0,0,20,0,0,0,3,4,1.505168,1,3,1.0840516
61,6,11,13101,0,0,60,1,1,0,2,4,.88700002,0,2,2.4170902
20,5,13,13201,0,0,75,1,0,0,3,2,.43033299,0,1,1.8564602
43,2,12,13110,0,1,45,0,1,0,3,1,2.346384,1,4,1.0840516
48,5,8,13128,1,2,30,0,0,1,3,2,.87982202,0,4,2.0563965
46,5,17,13119,0,1,60,1,1,0,3,1,1.9305,1,1,1.3182778
67,5,22,13201,0,0,15,0,0,1,3,1,3.2,1,4,1.2319936
40,5,17,13119,1,1,5,0,1,1,2,4,.69391698,1,3,3.61149
19,5,12,13125,0,1,30,0,0,0,3,2,.88016599,1,4,2.5229034
29,4,17,13118,0,0,30,1,0,0,3,1,8.8450012,1,4,1.3182778
23,2,13,13402,0,0,60,1,1,1,2,1,8.1899996,1,2,1.5525041
38,5,12,13201,0,1,45,1,1,1,1,1,.40000001,0,2,2.1681032
23,4,11,13106,1,0,30,0,0,0,2,2,1.48475,1,4,2.3125081
24,2,14,13124,2,0,60,1,1,1,3,4,1.33,1,2,1.5525041
47,5,15,13119,0,1,90,0,1,1,3,1,2.4154999,1,3,2.3160453
29,5,15,13121,0,0,60,1,1,0,3,2,.94,0,3,2.7791672
35,5,17,13130,0,0,40,0,0,0,3,1,3.0799999,1,2,2.1681032
66,5,12,13128,0,1,90,1,1,0,1,4,2.626318,1,5,2.7175093
50,5,16,13101,0,0,30,0,1,1,3,1,2.7441671,1,3,1.5069903
46,5,12,13101,1,0,60,1,1,0,3,4,1.62,1,3,1.9258047
28,5,17,13401,0,2,5,0,1,0,3,1,1.612693,1,1,3.1577983
50,5,12,13104,0,0,30,1,1,1,3,2,1.4551671,1,2,2.5731044
61,5,8,13110,0,0,5,0,1,1,2,4,2.2573249,1,4,1.4662199
32,6,12,13101,0,0,40,1,1,0,3,1,.40000001,0,1,3.2521546
58,6,13,13124,0,0,30,1,1,1,3,2,1.308333,1,4,2.7697368
26,4,12,13110,0,0,5,0,1,1,3,1,.716667,0,2,2.4251623
27,6,17,13105,0,0,60,1,1,0,3,1,2.8499999,1,3,2.221689
55,6,12,13118,0,0,120,1,1,0,4,4,.58174998,0,1,1.7813998
37,4,12,13601,0,1,15,0,1,1,2,2,1.02,1,3,2.1681032
32,7,11,13131,0,0,10,0,0,0,2,4,.58967799,0,2,3.3057404
24,6,15,13101,0,0,60,1,1,1,3,2,.89999998,0,2,1.5525041
62,6,8,13505,0,0,5,0,0,1,3,4,1.791328,0,4,1.2319936
24,3,17,13120,0,0,30,0,1,0,3,1,1.3655,0,5,2.3079731
68,7,8,13117,0,0,30,0,0,1,2,2,1.633945,1,3,3.3156059
16,7,11,13124,0,0,15,0,1,0,2,4,1.209583,0,3,3.2521546
23,6,15,13124,0,0,30,1,1,0,3,1,1.496358,0,3,1.7049811
49,6,12,13112,0,0,60,1,0,0,3,2,1.295416,0,1,4.0531373
65,6,4,13117,0,1,10,0,0,1,2,2,1.16,0,2,1.7867303
29,6,15,13119,0,2,30,1,1,0,3,2,.83200002,1,1,1.7412165
32,5,8,13201,1,3,160,1,0,1,3,4,1.090495,1,6,4.2418499
62,5,17,13110,0,0,45,1,1,0,3,1,.788333,0,1,2.6003201
24,6,12,13110,0,0,30,1,0,0,3,4,1.13,0,1,1.412634
46,5,5,13109,0,1,30,0,1,0,2,2,.27931401,0,2,2.4251623
63,6,10,13120,0,0,60,1,0,0,3,2,1.164167,0,3,1.1784078
42,6,12,13124,0,0,100,1,0,1,3,2,2.0525,1,3,1.3182778
28,6,15,13501,0,0,30,0,0,0,3,2,1.2555,0,2,4.0531373
63,4,11,13201,0,0,60,0,0,0,3,2,.465,1,1,1.5525041
34,5,12,13203,0,0,5,0,0,0,3,3,1.531083,0,1,2.6410906
31,5,14,13110,0,0,60,1,0,0,3,4,1.819935,1,4,2.2350914
46,1,8,13113,0,2,20,1,1,0,4,4,12.594167,1,2,1.5069903
29,5,15,13403,1,1,10,1,1,1,3,1,1.4143929,0,3,4.0939078
28,5,18,13604,0,0,90,0,0,0,3,1,2.2373331,1,3,2.3079731
29,5,12,13104,0,2,60,1,1,1,4,4,.887254,1,3,2.8573792
53,5,12,13101,0,0,60,1,1,0,3,2,.20333301,0,1,2.1681032
28,5,18,13120,0,0,5,0,0,1,3,1,1.646832,0,2,1.6334578
36,5,12,13108,0,0,60,1,0,0,3,4,1.2585,0,1,1.7867303
59,7,12,13119,0,2,30,1,0,1,2,3,1.723552,0,5,1.3799356
47,5,13,13601,0,0,20,0,0,1,3,3,.85000002,0,2,2.6083922
64,1,11,13107,0,0,10,0,1,0,2,3,1.036,0,2,2.9369748
52,5,13,13114,0,0,10,0,1,0,2,2,2.3,0,2,1.0840516
34,5,17,13114,0,0,40,1,0,0,3,1,6.9516668,1,3,2.182864
66,1,10,13120,0,0,35,0,1,1,3,4,.93691701,1,3,1.8355728
50,2,12,13116,0,0,150,1,0,1,3,4,2.190166,1,4,2.9369748
50,1,10,13501,0,0,25,0,1,0,3,4,1.2555,0,2,4.0531373
37,5,17,13120,1,0,40,0,0,1,3,1,2.0258341,1,2,1.0840516
47,5,16,13120,0,1,60,1,1,1,3,2,1.5,0,5,1.0840516
33,5,17,13103,1,0,90,0,0,1,3,3,1.52797,1,2,2.4251623
45,6,14,13102,0,2,30,0,0,1,3,2,6.6791668,1,2,3.0634422
61,1,8,13203,2,0,20,0,1,1,2,4,.99742699,0,3,1.0840516
40,5,15,13302,0,2,15,0,0,1,3,1,2.395,1,2,1.0840516
61,7,7,13403,0,0,35,1,1,1,4,4,2.253334,1,3,1.0840516
40,6,13,13101,0,1,90,1,1,1,3,4,.81999999,0,4,2.0156262
31,5,13,13114,0,0,30,1,0,0,3,2,2.3683341,1,2,2.1019104
52,5,12,13126,0,0,40,1,0,1,2,3,.30000001,0,2,1.2319936
48,5,12,13401,1,1,5,0,1,1,3,3,1.05,1,3,1.0840516
56,5,8,13115,0,0,30,1,1,0,4,4,1.266667,1,3,2.1681032
68,5,12,13119,0,0,90,1,1,1,4,4,1.822251,1,3,1.789472
59,5,12,13604,1,0,30,0,0,1,3,3,1.3904721,0,4,2.8654513
33,2,23,13119,0,2,60,1,1,0,2,1,1.231445,0,2,3.7058463
54,3,8,13119,0,0,30,0,1,1,2,2,1.595861,1,3,4.3362064
27,5,18,13114,0,0,35,1,0,0,3,1,.88999999,0,2,1.3182778
18,2,12,13101,0,0,60,1,0,0,3,2,1.178,0,4,2.1407351
60,6,6,13112,1,1,60,1,1,1,2,2,1.813917,1,5,2.771095
60,5,12,13127,0,0,60,0,0,0,3,2,1.832805,1,3,1.8757561
45,5,20,13122,0,1,45,0,0,0,3,1,1.000833,1,1,1.7585669
55,6,8,13127,2,2,20,0,0,1,3,4,2.0536699,0,4,2.8426185
40,2,8,13112,0,1,120,1,1,0,2,4,.83655202,0,6,2.3294477
38,5,12,13110,0,1,45,1,1,1,3,1,1,0,3,2.4559152
43,5,8,13504,0,1,60,0,0,0,3,4,1.203627,1,2,1.0840516
76,4,6,13604,0,0,10,0,0,1,2,3,1.8620549,1,3,1.3182778
42,4,15,13105,0,2,30,0,0,1,3,4,1.671134,1,3,1.8395206
56,7,18,13113,0,0,15,0,0,1,2,2,2.970917,1,5,2.7309117
55,5,21,13124,0,0,20,0,0,1,3,1,8,1,3,1.3182778
47,4,24,13130,0,2,50,0,1,1,3,1,5.8916659,1,2,1.8221704
33,5,15,13114,1,1,10,0,1,0,3,2,1.931667,1,4,3.4099622
26,6,11,13404,2,0,15,0,0,1,3,4,1.3200001,0,4,2.2498524
45,5,10,13110,0,1,120,1,1,1,3,4,2.2271421,1,4,1.0840516
87,7,0,13114,0,1,10,0,0,0,2,4,2.116864,0,7,3.0153391
63,2,15,13106,0,0,75,1,1,0,3,2,1.078083,0,2,3.2521546
59,5,12,13601,0,0,60,0,0,1,3,2,1.753333,1,2,1.2319936
26,5,12,13116,0,1,60,1,0,0,3,3,1.228485,0,5,3.0634422
61,5,8,13201,0,1,90,0,0,1,2,3,.64999998,1,2,4.3362064
61,3,12,13501,0,0,20,0,1,0,2,2,.44999999,0,1,1.7813998
40,5,12,13302,1,2,60,1,0,1,3,4,.88655698,1,3,1.0840516
24,2,14,13110,0,0,30,1,1,0,3,2,.62,1,3,3.9459658
45,5,18,13129,0,2,20,0,0,1,3,1,3.156667,1,3,1.0840516
29,5,12,13108,1,1,90,1,0,1,3,3,.41999999,0,2,1.1784078
52,5,12,13201,1,0,60,1,1,0,3,3,1.9,0,4,1.7585669
58,5,12,13108,1,1,40,1,0,0,3,4,.98000002,0,3,1.0840516
46,5,15,13124,0,0,90,0,0,0,1,1,1.233,1,3,2.1681032
29,5,16,13119,1,1,160,0,1,1,3,1,3.4221671,1,3,2.1507528
26,5,12,13105,0,0,30,1,1,0,3,2,1.2389849,0,4,1.0840516
22,5,14,13202,0,0,15,0,1,0,3,1,6.950417,1,4,1.3182778
37,5,12,13203,0,1,120,0,0,1,3,1,1.300684,1,2,2.2181518
34,3,12,13110,1,1,120,1,1,1,3,1,2.709893,1,2,1.7813998
42,2,15,13201,0,0,60,0,0,0,2,2,1.099556,1,3,2.8833888
36,6,8,13112,1,1,45,1,0,1,2,3,1.138014,1,4,2.7094371
51,5,12,13122,0,2,30,0,1,1,4,4,1.998333,1,3,2.3213756
29,2,18,13114,0,0,40,0,0,0,3,1,3.406333,0,1,2.1681032
20,6,12,13201,0,0,30,0,0,0,3,3,1.756667,0,4,2.6038573
29,5,12,13125,1,1,20,0,0,1,3,4,.59785002,0,2,3.1042125
30,2,10,13401,0,0,15,0,0,0,2,4,3.250833,1,3,1.5605761
52,6,8,13124,0,0,30,1,1,0,3,4,.42500001,0,4,3.2941313
22,4,15,13124,0,0,60,0,0,0,3,1,2.9816661,1,4,1.0840516
29,2,12,13403,0,0,30,0,1,0,4,4,1.125083,0,3,1.0840516
17,2,11,13116,0,2,20,1,1,0,2,2,1.557763,1,6,3.1577983
30,6,15,13401,1,2,60,0,1,0,2,1,3.3418469,1,4,1.6334578
31,4,17,13303,2,0,60,0,1,1,3,1,2.6916659,1,2,2.6637712
42,6,12,13124,0,0,30,1,1,1,3,2,1.831666,0,5,1.0840516
41,5,16,13120,0,0,25,1,1,0,3,1,2.8596671,0,2,1.6334578
29,4,17,13123,0,0,60,1,1,0,3,1,4.677916,1,2,1.412634
56,3,6,13605,0,0,2,0,1,0,4,4,.55000001,0,2,1.0840516
42,5,12,13104,1,1,60,1,0,1,3,2,1.045185,0,3,3.1577983
36,4,15,13101,1,0,40,0,0,1,2,1,.68333298,1,2,2.1681032
20,6,9,13103,1,2,10,0,0,0,3,2,.75,0,4,1.3182778
20,6,14,13301,0,0,15,0,0,0,3,2,4.6750002,1,3,2.5457366
52,5,13,13119,0,0,25,0,0,1,3,1,2.997292,1,4,1.9346724
54,6,12,13129,0,1,30,1,1,0,3,4,.79000002,0,4,3.0098562
29,5,14,13109,1,1,100,1,0,1,3,2,.94,0,3,1.9258047
63,3,17,13601,0,0,110,0,0,1,3,2,6.7216659,1,5,1.0840516
81,5,4,13118,0,0,15,1,1,0,2,2,1.87225,1,2,4.0531373
36,5,12,13122,0,2,50,0,0,1,2,4,1.271603,1,3,2.9870234
44,5,11,13125,0,2,150,1,1,0,3,4,1.0638421,0,1,1.3182778
28,4,12,13101,0,1,60,1,0,1,3,2,1.811335,1,3,2.9155002
46,5,17,13114,0,0,45,0,1,0,3,1,7.3499999,1,4,1.3182778
68,10,8,13201,0,0,50,1,0,1,3,2,1.8895741,0,4,3.3191431
30,5,15,13123,0,0,40,1,0,0,3,1,2.6008329,0,3,2.2409847
35,4,15,13118,0,0,45,1,1,0,2,2,7.5612502,0,4,3.600033
25,5,13,13105,0,0,60,1,0,0,3,1,3.4200001,1,4,1.4742919
28,4,17,13201,0,0,90,1,1,1,3,1,1.183,1,2,1.3263499
67,5,17,13120,0,0,20,0,0,1,3,1,4.875,1,5,1.0840516
48,5,17,13105,0,1,10,0,1,1,3,1,2.468333,1,3,1.0840516
28,5,15,13120,0,0,28,1,0,1,1,1,3.5,0,2,1.0840516
30,3,10,13402,0,1,120,0,1,0,3,2,.43782601,1,1,2.8426185
80,6,12,13121,0,0,10,0,0,1,1,1,3.2717221,1,2,1.5605761
50,5,15,13101,0,0,90,1,1,0,3,1,2.0091679,1,3,1.7004461
40,5,17,13120,0,0,20,0,0,1,3,1,4.4485002,1,2,2.2043386
32,6,14,13124,0,0,15,0,0,0,3,4,3.181417,0,3,1.4662199
28,7,21,13120,0,0,30,1,1,0,3,1,3.3800001,1,1,2.0790772
25,6,12,13401,0,1,5,0,0,0,3,3,1.9566669,1,4,1.5525041
48,6,12,13605,0,0,30,1,0,1,3,3,1.1725,0,4,1.0840516
63,5,7,13402,0,0,120,0,0,1,3,3,1.085861,1,2,1.3182778
34,2,12,13131,0,0,60,1,1,0,3,2,1.225,1,5,4.2418499
34,5,17,13113,1,1,35,0,1,1,3,2,6.8400002,1,3,1.0840516
26,3,17,13123,0,0,40,1,1,0,3,1,9.3694668,1,3,1.412634
34,5,12,13124,0,0,60,1,0,0,3,2,1.2939169,0,2,4.3362064
61,5,13,13109,0,0,60,1,1,0,3,1,1.415,1,1,1.6106248
33,5,11,13402,0,0,30,0,0,0,3,4,1.048,0,3,2.1600311
26,3,12,13104,0,0,90,0,0,0,3,3,3.1719999,1,5,3.2963099
24,4,18,13113,0,0,40,0,1,0,3,1,1.668334,1,3,2.5467343
49,2,17,13110,0,0,60,1,1,0,3,1,2.540833,1,3,3.3156059
27,6,17,13111,0,0,20,0,1,0,3,1,2.9454999,0,5,3.2521546
33,5,12,13111,0,2,60,1,1,0,3,2,.80000001,0,2,1.3263499
43,4,16,13302,1,1,30,0,1,1,3,2,1.818,1,4,3.9051952
22,4,13,13201,1,0,90,0,0,1,3,4,1.398,1,2,4.1474938
54,5,1,13112,0,1,10,0,1,0,2,2,.84299999,0,1,2.3160453
33,5,14,13129,1,1,30,1,0,1,3,2,.71749997,0,2,2.6446276
35,5,17,13123,0,0,30,0,1,0,1,1,2.041667,1,1,1.0840516
18,6,8,13301,0,0,30,0,1,0,2,4,.36500001,0,1,3.2521546
41,5,8,13403,0,0,15,0,1,0,3,4,.64999998,0,2,1.0840516
26,6,12,13302,2,2,15,0,1,1,2,2,1,0,2,4.0531373
51,7,12,13103,0,1,30,0,0,1,3,2,4.2543941,1,4,2.7482622
37,5,15,13302,0,0,120,0,0,1,1,1,3.2652149,1,5,1.0840516
20,5,12,13108,3,1,10,1,1,0,3,2,1.3839951,0,4,2.0156262
68,6,5,13122,0,0,90,1,1,0,3,2,.72391701,0,2,2.2543874
29,5,11,13119,0,0,60,0,0,1,3,2,4.0866671,1,4,2.4251623
43,3,4,13110,0,0,60,1,1,1,3,3,1.02,0,2,4.3362064
58,5,10,13122,0,0,60,1,0,1,3,4,1.1201431,1,3,2.6946764
24,6,7,13112,0,0,10,0,0,0,2,4,.69999999,0,3,4.2418499
29,5,17,13202,1,0,90,1,1,0,3,1,2.6537769,1,4,1.5605761
24,6,16,13401,0,0,60,1,1,0,3,2,1.525028,1,2,2.4966855
32,6,12,13101,0,1,60,1,0,1,3,4,1.4450001,0,2,1.9486377
23,6,15,13130,0,0,60,1,1,0,3,2,2.04,0,2,1.0840516
49,6,13,13121,0,0,5,0,1,0,2,1,4.4400001,1,4,3.3057404
22,6,12,13112,0,0,40,1,0,0,3,4,2.6800001,1,4,1.8028744
20,2,13,13203,0,1,10,0,1,0,3,2,1.459157,0,3,1.0840516
46,5,12,13115,0,0,75,1,0,0,3,3,1.0700001,0,2,2.7890327
51,5,15,13203,0,0,3,0,1,0,3,2,.83999997,1,3,1.0840516
30,5,15,13301,0,1,75,0,0,1,3,2,1.65,1,2,1.0840516
23,5,15,13124,0,0,90,1,0,0,3,4,1.9299999,0,4,3.7515123
65,1,12,13101,0,1,60,1,1,0,2,4,1.6883759,0,4,1.0840516
43,5,17,13119,0,1,30,0,1,1,3,1,1.582667,1,2,1.5686482
53,5,12,13201,0,0,5,0,0,1,3,4,.783333,1,3,1.1784078
47,2,19,13123,0,0,10,0,0,0,2,1,2.4000001,1,1,1.9258047
28,5,17,13115,0,0,30,0,1,0,3,1,8.3999996,1,5,1.0840516
33,3,14,13132,0,0,30,1,1,0,3,2,5.3000002,1,4,1.0840516
35,5,7,13401,1,2,30,0,0,1,3,3,1.80187,1,2,3.0634422
32,3,12,13118,0,1,20,0,0,0,3,2,.893255,0,2,3.0133934
51,5,5,13126,0,1,90,1,1,1,4,4,1.126667,1,2,1.2319936
55,5,12,13201,0,0,120,1,0,1,3,4,1.030671,0,4,3.5265641
64,5,8,13124,0,0,30,0,0,1,3,3,2.799999,1,4,3.2521546
51,4,12,13110,0,0,90,0,0,1,2,4,.55000001,1,2,2.2933645
21,2,15,13124,0,0,90,1,1,0,3,2,1.778,1,3,2.6946764
32,5,12,13102,2,0,60,1,0,1,3,4,1.254442,0,4,2.0201612
77,2,12,13124,0,0,30,0,0,1,2,2,.73844302,1,2,1.3182778
24,5,12,13119,1,0,60,1,0,1,3,3,.75,0,2,4.3362064
20,5,12,13101,2,0,45,1,0,1,3,3,.38999999,0,2,1.9258047
29,5,20,13101,0,0,45,1,1,0,3,1,.90750003,0,1,2.5240536
73,4,8,13116,0,0,20,0,0,1,2,2,1.887874,1,5,3.1577983
54,5,12,13125,0,0,60,0,1,0,2,4,.50479501,1,2,3.1075974
58,5,8,13402,0,1,60,1,1,0,3,2,2.1818149,0,3,1.7144115
20,5,12,13601,0,0,45,1,1,0,3,2,3.4041669,1,5,1.0840516
23,6,12,13121,0,0,3,0,0,0,2,3,4.4400001,1,4,3.3057404
48,5,11,13302,0,1,2,0,1,0,3,2,.765737,0,2,2.1681032
30,4,12,13202,0,1,15,0,0,1,3,3,.261318,1,2,1.0840516
35,6,12,13120,0,0,35,1,0,1,2,2,1.42,0,2,1.0840516
25,5,15,13116,1,1,75,1,1,0,3,1,.64124799,1,4,1.6951157
48,5,12,13604,0,0,40,1,0,1,2,2,.64999998,1,2,3.0133934
29,6,12,13124,0,0,30,1,0,0,3,2,2.01,1,5,1.7049811
32,6,12,13124,0,2,60,1,0,1,2,4,1.929166,1,2,2.3487434
59,6,12,13119,0,0,60,1,0,0,3,3,2.472501,0,5,3.0541639
66,5,6,13401,0,1,10,0,0,0,2,2,1.783727,1,4,1.3182778
43,5,12,13122,0,0,75,1,1,0,3,1,1.041257,0,3,3.3057404
48,1,17,13114,0,0,10,0,1,0,3,1,4.4562502,1,1,1.3763986
23,5,12,13110,0,1,30,1,1,0,3,2,1.703402,0,5,2.3213756
63,4,17,13123,0,0,5,0,1,0,3,1,1.5816669,0,1,2.6410906
32,5,17,13101,1,1,30,1,1,1,3,1,1.4634041,1,2,1.6106248
38,3,16,13403,0,0,30,0,0,1,2,3,1.75625,0,5,1.0840516
41,5,19,13120,0,1,40,0,1,0,3,1,2.9925001,1,2,1.6549324
45,5,15,13116,0,1,30,0,1,0,3,1,1.302344,0,2,3.1806314
33,5,17,13118,0,0,20,0,1,0,3,1,3.671138,1,3,1.1784078
34,5,14,13123,0,1,40,1,1,0,3,2,1.320833,0,1,1.0840516
29,5,15,13121,0,0,60,1,1,1,3,1,1.65,1,5,4.0531373
35,5,14,13120,0,0,20,0,1,1,3,1,4.1083322,1,2,2.2543874
40,5,12,13127,0,0,30,1,1,1,3,1,.40000001,1,4,2.4787481
69,6,17,13119,0,0,40,1,0,1,3,1,1.6,0,3,1.0840516
62,2,7,13106,0,0,60,1,1,1,2,4,.69822699,1,3,3.1268933
35,5,19,13123,1,0,30,0,0,1,3,1,4,1,2,1.7278141
36,5,8,13126,0,0,45,1,0,0,3,4,.47999999,0,1,2.1681032
26,3,14,13118,0,2,60,0,0,0,3,1,2.27525,1,3,1.3799356
40,6,5,13127,1,1,60,1,1,1,3,4,2.3026919,0,5,1.0840516
27,6,6,13118,1,1,30,0,0,1,3,4,.85000002,1,2,2.1681032
53,10,12,13117,0,0,30,1,0,1,3,4,1.879167,1,3,2.2579243
31,5,17,13201,1,0,90,0,1,1,3,1,3.615334,1,2,3.1042125
33,5,12,13605,0,2,10,0,1,1,3,1,2.356667,1,4,3.2521546
62,6,12,13105,0,0,90,1,1,0,3,1,.92000002,0,2,3.1577983
58,2,12,13130,0,0,30,1,0,1,2,2,2.0523331,0,4,3.5364296
42,5,12,13125,0,0,20,1,1,1,3,2,1.934167,1,4,2.7563343
50,6,12,13604,0,0,45,1,1,1,3,2,1.495,1,2,2.3079731
34,3,9,13404,0,1,10,0,1,1,2,3,2.2,1,3,1.0840516
20,5,12,13121,0,0,60,1,1,1,3,1,.9975,0,2,2.452378
62,6,3,13403,0,1,40,1,1,0,4,4,1.3191659,0,4,2.6003201
42,5,15,13119,0,2,40,0,0,1,3,3,1.054167,1,2,4.0403223
40,5,12,13109,0,0,5,0,0,1,2,2,0,1,2,2.9598076
51,6,12,13201,0,0,45,1,1,1,3,1,.5,0,3,1.8529232
54,5,12,13124,1,1,40,1,0,1,3,3,1.111624,1,6,4.2418499
41,6,8,13401,0,4,40,0,0,1,3,3,1.3053581,0,4,3.7787278
63,5,17,13120,0,0,60,1,1,0,3,1,1.632568,0,3,1.7993373
30,5,12,13301,0,0,60,0,1,1,4,2,2.131917,1,5,2.123385
25,5,13,13112,0,0,30,1,1,0,3,1,1.22,0,3,3.2521546
37,5,11,13401,0,2,40,0,0,1,3,4,.64773601,0,2,2.2350914
52,5,11,13401,0,0,60,1,0,0,3,4,1.088111,0,3,2.2270193
45,5,12,13128,0,0,15,0,0,0,3,4,1.8724999,1,4,3.1577983
51,5,13,13118,0,0,5,0,1,0,3,2,2.665776,1,5,2.1769707
59,1,3,13402,1,1,20,0,1,1,2,2,1.870393,1,5,4.0531373
27,6,12,13112,1,1,90,0,1,1,3,4,1.79,1,2,3.4863808
30,7,11,13101,0,1,15,0,0,1,3,4,1.5,1,4,1.2319936
39,5,17,13501,0,1,60,0,1,0,3,1,.66833299,0,2,1.0840516
27,5,12,13401,0,0,90,0,0,0,3,4,1.454417,0,4,4.0531373
36,5,17,13114,1,0,30,0,0,1,1,1,5.75,1,3,1.0840516
45,4,12,13122,0,0,60,1,0,0,2,3,.97783399,0,2,2.6866043
39,4,11,13106,1,0,30,0,1,1,2,2,1.48475,1,4,2.3125081
44,5,10,13119,1,1,45,0,0,1,3,4,1.465,1,3,1.0840516
57,2,17,13130,0,0,10,0,0,1,1,2,3.1675839,1,2,3.3465109
49,4,22,13202,0,5,50,0,1,1,3,1,2.673667,1,2,1.412634
63,3,8,13127,1,0,45,1,1,1,2,4,1.563888,1,3,2.1681032
54,5,13,13115,0,0,10,0,1,0,3,2,.466667,0,2,1.0840516
57,5,18,13120,0,0,40,1,1,0,3,1,2.0999999,1,2,1.7085181
55,5,12,13115,0,0,40,0,0,1,3,1,21.35,1,4,1.3182778
24,5,12,13125,1,1,40,0,1,1,3,4,1.143917,1,5,1.4935879
63,3,9,13122,0,0,10,0,0,0,2,3,.62475002,0,1,2.0737469
23,5,15,13103,0,0,15,1,1,1,3,1,1.091666,1,2,2.8426185
31,6,12,13110,0,0,15,1,0,0,2,2,1.1325001,1,4,3.3465109
71,2,6,13112,0,0,90,1,1,1,4,4,1.809251,1,2,3.0098562
49,6,12,13112,0,0,5,0,1,0,3,2,1.216561,0,3,2.1681032
35,5,12,13401,0,0,15,0,0,0,3,4,1.322,1,3,3.0634422
18,1,13,13404,0,1,30,1,0,0,3,2,1.041145,0,4,2.0737469
37,5,16,13111,0,0,45,0,0,0,3,4,.75,1,1,3.2521546
52,5,12,13119,0,0,90,0,1,1,3,1,4.4495831,1,3,1.8221704
58,5,10,13106,0,0,80,0,0,1,2,3,.85000002,1,3,3.2521546
40,4,17,13120,0,0,30,1,1,1,3,1,4.0749989,1,2,2.4251623
51,5,12,13110,0,1,30,1,1,1,3,4,1.658666,0,6,1.9392073
34,6,12,13201,0,1,90,1,1,1,3,2,2.950834,1,4,1.3182778
41,6,10,13101,0,0,40,1,1,1,3,2,.720833,0,3,1.0840516
47,3,12,13402,2,1,50,1,1,0,4,4,1.469,0,6,4.1882644
29,4,16,13132,0,0,40,0,1,1,2,2,3.4833331,1,2,2.9062219
40,5,16,13116,0,1,20,1,1,1,3,1,1.75,1,3,3.8323138
32,7,13,13119,0,1,15,0,0,1,3,1,2.522758,1,2,1.3799356
44,6,10,13604,0,2,45,1,0,1,3,4,1.690778,1,4,2.1681032
43,5,21,13123,0,0,10,0,1,0,1,1,3,1,2,1.8087678
65,2,5,13103,0,0,5,0,1,0,2,2,.36500001,0,4,3.0813797
31,4,19,13114,0,0,60,0,1,0,3,1,2.5093329,1,2,1.7278141
27,5,12,13124,0,0,90,1,0,0,3,3,1.073333,0,2,1.0840516
24,3,17,13123,0,0,15,0,0,0,2,1,.66000003,1,1,1.5605761
60,2,12,13401,0,0,75,1,1,1,4,4,3.232862,0,3,2.6946764
27,2,14,13112,0,1,30,1,1,1,3,1,1.65,0,2,1.412634
32,3,17,13120,0,0,50,1,1,0,3,1,2.9776671,0,1,1.2319936
36,5,17,13109,0,1,30,1,1,1,3,1,2.300046,1,2,1.5525041
42,2,17,13301,0,1,40,0,0,1,3,1,4.8483338,1,3,1.0840516
55,5,8,13501,0,0,60,1,1,1,4,4,1.0275,0,2,3.2669156
57,6,12,13119,0,0,30,0,0,0,3,4,.89999998,1,1,1.6468602
21,5,16,13110,0,2,60,1,0,0,3,4,1.698874,1,3,1.8757561
20,5,14,13107,0,0,35,1,1,0,3,2,2.5999999,1,3,1.4935879
30,5,12,13104,0,2,40,0,0,1,2,3,.887254,1,3,2.8573792
50,5,9,13110,0,0,60,0,0,1,2,3,1.35,1,2,1.4662199
24,2,12,13130,0,0,10,0,1,0,2,3,2.0650001,1,4,2.0236981
72,5,16,13115,0,0,45,0,0,1,3,1,3.0999999,1,2,1.2727641
39,6,15,13101,0,0,45,1,1,0,3,1,.80000001,0,1,3.1042125
